#Time, Throughput
0,0
1000000000,0
2000000000,0
3000000000,0
4000000000,0
5000000000,0
6000000000,0
7000000000,0
8000000000,0
9000000000,0
10000000000,0
11000000000,0
12000000000,0
13000000000,0
14000000000,148056.0
15000000000,206832.0
16000000000,267840.0
17000000000,316200.0
18000000000,357864.0
19000000000,415896.0
20000000000,470208.0
21000000000,514104.0
22000000000,577344.0
23000000000,595944.0
24000000000,662160.0
25000000000,719448.0
26000000000,693408.0
27000000000,659184.0
28000000000,616776.0
29000000000,569160.0
30000000000,504432.0
31000000000,461280.0
32000000000,413664.0
33000000000,370512.0
34000000000,320664.0
35000000000,258912.0
36000000000,209808.0
37000000000,162192.0
38000000000,54312.0
39000000000,0
40000000000,0
41000000000,0
42000000000,0
43000000000,0
44000000000,0
45000000000,0
46000000000,0
47000000000,0
48000000000,0
49000000000,0
