#Time,DropRate
0,0.0
1000000000,0.0
2000000000,0.0
3000000000,0.0
4000000000,0.0
5000000000,0.0
6000000000,0.0
7000000000,0.0
8000000000,0.0
9000000000,0.0
10000000000,0.0
11000000000,0.0
12000000000,0.0
13000000000,0.10785619174434088
14000000000,0.2446927374301676
15000000000,0.3029989658738366
16000000000,0.35082604470359574
17000000000,0.3702325581395349
18000000000,0.42118863049095606
19000000000,0.4400998336106489
20000000000,0.05663304887509697
21000000000,0.0
22000000000,0.00847457627118644
23000000000,0.0
24000000000,0.0
25000000000,0.0
26000000000,0.0
27000000000,0.0
28000000000,0.0
29000000000,0.0
30000000000,0.0
31000000000,0.0
32000000000,0.0
33000000000,0.0
34000000000,0.0
35000000000,0.0
36000000000,0.005175983436853002
37000000000,0.006688963210702341
38000000000,0.0
39000000000,0.0
40000000000,0.0
41000000000,0.0
42000000000,0.0
43000000000,0.0
44000000000,0.0
45000000000,0.0
46000000000,0.0
47000000000,0.0
48000000000,0.0
49000000000,0.0
