#Time, Throughput
0,0
1000000000,0
2000000000,0
3000000000,0
4000000000,0
5000000000,0
6000000000,0
7000000000,0
8000000000,0
9000000000,0
10000000000,0
11000000000,0
12000000000,0
13000000000,66960.0
14000000000,151032.0
15000000000,222456.0
16000000000,253704.0
17000000000,308760.0
18000000000,357864.0
19000000000,415896.0
20000000000,457560.0
21000000000,516336.0
22000000000,558000.0
23000000000,602640.0
24000000000,660672.0
25000000000,38688.0
26000000000,0
27000000000,0
28000000000,0
29000000000,0
30000000000,0
31000000000,0
32000000000,0
33000000000,0
34000000000,0
35000000000,0
36000000000,0
37000000000,0
38000000000,0
39000000000,0
40000000000,0
41000000000,0
42000000000,0
43000000000,0
44000000000,0
45000000000,0
46000000000,0
47000000000,0
48000000000,0
49000000000,0
