#Time,DropRate
0,0.0
1000000000,0.0
2000000000,0.0
3000000000,0.0
4000000000,0.0
5000000000,0.0
6000000000,0.0
7000000000,0.0
8000000000,0.0
9000000000,0.0
10000000000,0.0
11000000000,0.0
12000000000,0.0
13000000000,0.09612817089452604
14000000000,0.2561247216035635
15000000000,0.28765690376569036
16000000000,0.3373134328358209
17000000000,0.37068160597572364
18000000000,0.4064969271290606
19000000000,0.4654340836012862
20000000000,0.4851258581235698
21000000000,0.5095588235294117
22000000000,0.5231416549789621
23000000000,0.5496286293045239
24000000000,0.5636716224951519
25000000000,0.03820086260012323
26000000000,0.0
27000000000,0.0
28000000000,0.0
29000000000,0.0
30000000000,0.0
31000000000,0.0
32000000000,0.0
33000000000,0.0
34000000000,0.0
35000000000,0.0
36000000000,0.0
37000000000,0.0
38000000000,0.0
39000000000,0.0
40000000000,0.0
41000000000,0.0
42000000000,0.0
43000000000,0.0
44000000000,0.0
45000000000,0.0
46000000000,0.0
47000000000,0.0
48000000000,0.0
49000000000,0.0
