#Time,DropRate
0,0.0
1000000000,0.0
2000000000,0.0
3000000000,0.0
4000000000,0.0
5000000000,0.0
6000000000,0.0
7000000000,0.0
8000000000,0.0
9000000000,0.0
10000000000,0.0
11000000000,0.0
12000000000,0.0
13000000000,0.10638297872340426
14000000000,0.24832962138084633
15000000000,0.29916317991631797
16000000000,0.34622823984526113
17000000000,0.38419117647058826
18000000000,0.421551724137931
19000000000,0.44884488448844884
20000000000,0.4719188767550702
21000000000,0.5073313782991202
22000000000,0.526536312849162
23000000000,0.5519785378940308
24000000000,0.5722506393861893
25000000000,0.03534430225472273
26000000000,0.0
27000000000,0.0
28000000000,0.0
29000000000,0.0
30000000000,0.0
31000000000,0.0
32000000000,0.0
33000000000,0.0
34000000000,0.0
35000000000,0.0
36000000000,0.0
37000000000,0.0
38000000000,0.0
39000000000,0.0
40000000000,0.0
41000000000,0.0
42000000000,0.0
43000000000,0.0
44000000000,0.0
45000000000,0.0
46000000000,0.0
47000000000,0.0
48000000000,0.0
49000000000,0.0
